Question,Answer 1,#1,Answer 2,#2,Answer 3,#3,Answer 4,#4,Answer 5,#5,Answer 6,#6,Answer 7,#7
Name Something A Teenager Might Try To Get Away With When Their Parents Are Out Of Town.,Throwing A Party,36.0,Boy/Girlfriend Over,29.0,Drinking,20.0,Staying Out Late,13.0,,,,,,
Name Something You Might Adjust When You Get Into A Rental Car.,Seat,61.0,Mirrors,29.0,Seat Belt,6.0,Steering Wheel,4.0,,,,,,
Name Something On A Baby That Often Looks Big Compared To The Rest Of Their Body.,Head,51.0,Ears,11.0,Eyes,10.0,Stomach,6.0,,,,,,
If A Child Were Raised By Squirrels Name Something Hed Be Good At.,Climbing,49.0,Cracking Nuts,35.0,Running,7.0,Storage In Cheeks,4.0,,,,,,
Name A Place Where You Hear People Being Paged Over A Loudspeaker,Hospital,32.0,Airport,28.0,School,20.0,Store,19.0,,,,,,
Name Something You Associate With Wall Street,Stock Market,60.0,Money,21.0,Wall Street Journal,10.0,Suites And Ties,4.0,,,,,,
Name A Type Of Oil People Never Put On Food.,Motor,75.0,Baby,8.0,Caster,8.0,Suntan,4.0,,,,,,
Name Something Youd Need If You Were Going To Impersonate Mickey Mouse,Big Ears,80.0,Higher Pitch Voice,7.0,Costume,5.0,Tail,3.0,,,,,,
Tell Me Something A Person Might Ask Their Partner To Quit.,Smoking,60.0,Drinking,25.0,Job,7.0,Talking,5.0,,,,,,
Name A Person In Your Life That Youd Be Mortified To Call By The Wrong Name.,Partner,55.0,Family,26.0,Boss,14.0,Teacher,3.0,,,,,,
Name Something That Has To Be Taken Out Every Once In A While,The Trash,54.0,The Dog,28.0,Your Mate,6.0,Teeth/Dentures,4.0,,,,,,
Name A Type Of Repairman You Might Call To Your House In An Emergency.,Plumber,79.0,Electrician,13.0,Gas Man,2.0,Telephone Service,2.0,,,,,,
During A Long Distance Bus Trip Name Something Youd Be Disappointed To Learn That The Bus Didnt Have,Bathroom,46.0,Air Conditioning,29.0,Gas,11.0,Television,10.0,,,,,,
Name Something A Mansion Has That Requires Hired Help To Maintain.,Garden,44.0,Pool,39.0,Lots Of Rooms,8.0,Tennis Courts,7.0,,,,,,
Name Something People Do That Ticks Off Animal Activists,Wear Fur,48.0,Hunting,22.0,Eat Meat,14.0,Tests,12.0,,,,,,
If You Wanted To Marry A Cowboy Where Would You Start Hanging Out?,Rodeo,31.0,Saloon,30.0,Farm,27.0,Texas,7.0,,,,,,
Name Something College Freshmen Have To Start Sharing When They Live In The Dorms.,Bathroom,35.0,Their Room,26.0,Refrigerator,19.0,Textbooks,6.0,,,,,,
Name The Worst Thing About Going To The Drive-In.,Weather,36.0,Waiting,27.0,Can’t Hear,18.0,The Bathroom,15.0,,,,,,
Name Something About The Brady Bunch That Is Different From Most Families.,Lot’s Of Kids,42.0,Too Happy,32.0,Maid,14.0,Thet Sing,8.0,,,,,,
Other Than Fight What Does A Pro Wrestler Do That A Kid Would Get In Trouble For Copying?,Bad Language,41.0,Jump From Things,27.0,Yell,18.0,Throw Things,10.0,,,,,,
Name A Phrase Youd Say To Your Partner That Starts With “You Drive Me __.”,Crazy/Nuts,58.0,Wild,17.0,Up A Wall,11.0,To Drink,9.0,,,,,,
Tell Me A Food That Goes From Your Freezer To Your Toaster.,Waffle,45.0,Bread,30.0,Bagel,17.0,Toaster Strudel,3.0,,,,,,
Name Something Youd Hate To Have Happen While House-Sitting,Fire,63.0,Get Robbed,14.0,Break Something,14.0,Tornado,5.0,,,,,,
Name Something You Use From The Kitchen When Youre Working In The Garage.,Knife,60.0,Scissors,18.0,Soap,15.0,Towel,3.0,,,,,,
Whats The Best thing To Have On The Radio While On Your Morning Commute?,Music,46.0,Talk Show,22.0,News,21.0,Traffic report,9.0,,,,,,
Name Something Youd Put On A Poodle But Not A Pitbull,Bow/Ribbon,49.0,Sweater,37.0,Diamond Collar,9.0,Tutu,3.0,,,,,,
Name Something You Rent,Home,50.0,Car,38.0,Movies,7.0,Tuxedo,3.0,,,,,,
Name Something People Often Leave In Their House With A Free Sign On It?,Furniture,65.0,Clothes,12.0,Kittens/Puppies,10.0,TV,10.0,,,,,,
Name A Country With A Very Long Name,Afghanastan,31.0,Austrailia,25.0,Switzerland,20.0,U.S.Of America,19.0,,,,,,
Name Someone Who Could Show Up In A Will That Would Be A Big Surprise To The Deceaseds Family.,Mistress/Lover,49.0,Ex,29.0,Pet,12.0,Unknown Child,5.0,,,,,,
Name Something Every Fairy Tale Needs,Happy Ending,40.0,Prince,28.0,Princess,26.0,Villian,4.0,,,,,,
Name A Reason A Policeman Might Say He Had A Bad Day On The Job.,Got Shot,52.0,Someone Was Murdered,15.0,Couldn’t Catch Crook,15.0,Visited The Morgue,10.0,,,,,,
Name A Specific Button On A Clock Radio,Snooze,76.0,Set Alarm,8.0,AM/FM Switch,6.0,Volume,5.0,,,,,,
Name A Phone Company That Offers Low Long Distance Rates,AT&T,54.0,Sprint,26.0,MCI,13.0,Vonage,7.0,,,,,,
Name Something A Romantic Man Would Hate For The Woman Hes Serenading To Do While Hes Singing,Laugh/Tease,45.0,Yawn/Sleep,33.0,Talk/Use Phone,14.0,Walk Away,6.0,,,,,,
Name Something Donald Duck Does That Most Ducks Dont,Talks,75.0,Wears Clothes,11.0,Throw Tantrums,7.0,Walks Upright,2.0,,,,,,
Name Something A Kid Might Get To Do When Sleeping Over At A Friends House That He Doesnt Do At Home,Stay Up,85.0,Eat In Bed,7.0,Play Games,2.0,Watch Scary Movie,2.0,,,,,,
Name Something You Hate To See Ahead Of You While Riding A Roller Coaster?,Steep Drop,46.0,Loop,18.0,Incline,17.0,Water,15.0,,,,,,
Name Something Thats Used To Pave A Driveway,Cement,44.0,Asphalt,38.0,Steam Roller,8.0,Water,6.0,,,,,,
Name A Place Where You Often End Up Overeating,Buffet/Restaurant,66.0,Home/Mom’s House,14.0,Party,10.0,Wedding,7.0,,,,,,
Name A Phrase That A Cool Guy Might Use To Say Hello,What’s Up,34.0,Hey,29.0,Yo,23.0,What’s Happening,10.0,,,,,,
Name Something You Associate With Betty White.,Golden Girls/Acting,50.0,Comedienne,21.0,Her Age,17.0,White/Blonde Hair,10.0,,,,,,
Besides Their Kids Name Something That Might Keep New Parents Awake At Night.,Dog,35.0,Each Other,23.0,TV,19.0,Worry,18.0,,,,,,
Who Was On The Phone The Last Time You Said “Dont Call Here Anymore”?,Telemarketer,45.0,Ex,34.0,Bill Collecter,15.0,Wrong Number,5.0,,,,,,
Name A Situation Where You Might Hang Up On An Answering Machine For Fear Of Saying Something Dumb.,Asking For Date,31.0,Job Interview,28.0,Break Up,26.0,Wrong Number,13.0,,,,,,
Name Something That You Dont Want Your Dog To Lick (More Specific Than “You”).,Your Face,50.0,It’s Rear End,29.0,Your Food,16.0,Your Feet,4.0,,,,,,
Name Something That People Hope Will Last Forever,Love/Marriage,58.0,Life,22.0,Finances,15.0,Youth,4.0,,,,,,
Name An Expense On A Business Trip That The Company Would Be Expected To Reimburse.,Hotel,45.0,Meals,37.0,Rental Car,10.0,Airplane Ticket,8.0,,,,,,
If Doc Were To Examine The Other 6 Dwarfs Whose Problem Might He Try And Medicate?,Sneezy,31.0,Sleepy,24.0,Grumpy,22.0,Bashful,9.0,,,,,,
Name A Creature Who Would Be Rich If They Were Paid For All The Work They Seem To Do.,Ant,43.0,Beaver,24.0,Horse,19.0,Bee,9.0,,,,,,
Name Something Malls Do To Get Shoppers In The Christmas Spirit.,Decorate,43.0,Holiday Music,32.0,Holiday Sales,9.0,Bring In Santa,8.0,,,,,,
Name An Excuse That Bosses Are Probably Tired Of Hearing From Late Employees.,Slow Traffic,51.0,Wasn’t Feeling Well,19.0,Alarm Didn’t Go Off,15.0,Car Trouble,14.0,,,,,,
Name A Specific Meat That Would Be Hardest To Eat If You Didnt Have A Knife.,Steak,53.0,Ribs,22.0,Ham/Pork,14.0,Chicken,8.0,,,,,,
Name Something Thats Sold By The Pound,Meat,68.0,Vegetables,9.0,Sugar,9.0,Coffee,8.0,,,,,,
Tell Me The Occupation Of Someone Who Might Wear A Headlamp.,Miner,65.0,Doctor/Dentist,23.0,police/Detective,4.0,Construction Worker,3.0,,,,,,
Name A Famous Danny.,Danny Devito,35.0,danny Glover,32.0,Danny Thomas,20.0,Danny Bonaduce,9.0,,,,,,
Name Something Who Uses A Gun,Police,82.0,Criminal,7.0,Hunter,5.0,Dirty Harry,2.0,,,,,,
Name Something That Would Be Hard To Do If You Didnt Have A Mouth.,Eat,35.0,Talk,30.0,Kiss,25.0,Drink,9.0,,,,,,
Name A Command A Dog Knows But You Wouldnt Bother Giving To Your Cat.,Sit,59.0,Stay,20.0,Roll Over,12.0,Fetch,5.0,,,,,,
Besides Andy Name A Character From “The Andy Griffith Show.”,Opie,42.0,Barney Fife,34.0,Aunt Bea,17.0,Gomer Pyle,3.0,,,,,,
Name Something A Bartender Does With A Customer Whos Had Too Much To Drink.,Cut Them Off,53.0,Call A Cab,21.0,Take Their Keys,14.0,Kick Them Out,9.0,,,,,,
Name Something That Would Lead You To Suspect That The Person Youve Just Met Is From Canada.,Accent,77.0,Wearing Maple Flag,9.0,Different Currency,8.0,Love Hockey,4.0,,,,,,
Name A Profession That Would Require You To Save Someones Life.,Dr./Nurse,57.0,Lifeguard,22.0,Firefighter,14.0,Paramedic,6.0,,,,,,
What Do People Do At The Beach That Doesnt Involve Getting In The Water?,Tan,56.0,Play Volleyball,24.0,Walk,12.0,Picnic,4.0,,,,,,
What Happens To A Couch That Lets You Know Its Time To Get Rid Of It?,tears In Upholstery,42.0,Sags,26.0,Leg/Arm Breaks,17.0,Springs pop Out,13.0,,,,,,
Name Something People Skip.,Breakfast/Meals,57.0,School/Work,22.0,Rope,12.0,Stones,4.0,,,,,,
Name A Bird With Really Long Legs.,Ostrich,48.0,Flamingo,24.0,Crane,14.0,Stork,13.0,,,,,,
Name A Reason Why A Man Would Wax Hair Off Part Of His Body.,Too Hairy,34.0,For Spouse/Date,28.0,Body Builder,19.0,Swimmer,16.0,,,,,,
Name An Article Of Clothing You Are Constantly Buying More Of.,Socks,52.0,Underware,24.0,Shoes,9.0,T Shirts,9.0,,,,,,
Tell Me The Day Of The Week When You Start Thinking About The Weekend.,Monday,34.0,Thursday,31.0,Wednesday,30.0,Tuesday,5.0,,,,,,
Name Something You Usually Do Indoors But Might Do Outdoors When Camping.,Sleep,43.0,Cook,24.0,Eat,17.0,Use Bathroom,12.0,,,,,,
Name Something Flirtatious That A Man Shouldnt Do While At Work.,Wink,38.0,Blow kisses,28.0,Hug,19.0,Whistle At Someone,11.0,,,,,,
What Do A Barber And Butcher Have In Common?,Cutting,46.0,Own A Shop,30.0,Often Male,13.0,White Coat,9.0,,,,,,
Name Someplace Youd Have To Be On Really Good Terms To Invite Your Ex.,Your Wedding,40.0,Birthday Party,23.0,Family Reunion,21.0,Your House,10.0,,,,,,
We Asked 100 Moms: On A Scale From 1-10 How Much Have You Become Like Your Own Mom With Age?,10,31.0,8,26.0,5,17,7,13.0,9,10.0,,,,
How Many Hours Of Sleep Does The Average Person Need In Order To Wake Up Refreshed?,8,47.0,7,18.0,6,17,10,3.0,9,3.0,,,,
How Old Were You When You Babysat For The First Time?,12,30.0,13,29.0,14,14,15,11.0,10,7.0,,,,
At What Age Might A Man Have Midlifecrisis?,40,35.0,45,21.0,50,20,30,7.0,35,5.0,,,,
Name The Age At Which A Man May Get Thick Around The Middle.,40,42.0,30,21.0,35,16,45,9.0,50,8.0,,,,
Tell Me The Age That Most People Want To Live Until,100,51.0,80,21.0,90,15,70,5.0,75,5.0,,,,
If You Got Stuck In The Desert What Would You Want To Have With You?,Water,58.0,Food,17.0,A Cell Phone,16,A Camel,3.0,A Friend,3.0,,,,
Name A Decision That People Dont Make Lightly.,Marriage,61.0,Divorce,12.0,Buying A House,11,Having Kids,8.0,Accepting A Job,3.0,,,,
Besides “Family Feud” Name A Tv Show With “Family” In Its Title,Family Ties,44.0,Family Matters,24.0,All In The Family,16,Family Guy,11.0,Addam’s Family,3.0,,,,
Name Something That Causes People To Change Seats At The Movies,Want Better View,41.0,Noisy Neighbors,30.0,Tall Person In Front,18,Dirty/Sticky Seat,6.0,Affectionate Couple,4.0,,,,
Name Something In Cars Now That You Cant Believe People Once Went Without.,Stereo,41.0,GPS,28.0,Air Conditioning,17,Seat Belts,8.0,Air Bags,3.0,,,,
Name A Place Where You Find Yourself Watching The Clock.,Work,57.0,School,26.0,Place Of Worship,6,Doctor’s Office,5.0,Airport,3.0,,,,
Name A Place Where A Child Might Get Separated From Her Parents.,Mall,38.0,Park,23.0,Zoo,16,Theme Park,16.0,Airport,5.0,,,,
During Your Morning Routine Name Something Youd Hate To Discover Wasnt Working.,Shower,38.0,Coffeemaker,26.0,Car,18,Hair Dryer,6.0,Alarm Clock,5.0,,,,
Name A Fruit That You Can Buy Dried,Grape,22.0,Banana,21.0,Apricot,21,Prune,17.0,Apple,15.0,,,,
What Do People Eat In The Hospital,Jell O,46.0,Soup,28.0,Ice Cream,12,Pudding,8.0,Apple Sauce,6.0,,,,
Name A Smell You Associate With Fall,Leaves,46.0,Rain,20.0,Campfire,9,Pumpkin Pie,9.0,Apples,5.0,,,,
Name Something For Which You Get A Warranty.,Car,54.0,TV,23.0,Watch,8,Computer,4.0,Appliance,3.0,,,,
Name Something In A Regular House That Might Be Missing In A Batchelor Pad.,Furniture,37.0,Food,31.0,Decoration,9,Family,7.0,Appliances,4.0,,,,
Name Something Thats Currently Legal That People Should Be Banned From Doing While Driving,Smoking,32.0,Eating,23.0,Sipping Drink,20,Using Cell Phone,18.0,Applying Make Up,4.0,,,,
Name A Reason The Bride And The Groom Might Leave The Reception Early,Leave For Honeymoon,38.0,A Little Privacy,26.0,Tired,15,Too Much To Drink,4.0,Arguing,4.0,,,,
Where Does A Woman Try To Avoid Leaving Lipstick Marks?,Teeth,38.0,Shirt,22.0,Glass,13,Someone’s Cheek,13.0,Around Lips,11.0,,,,
Name A Piece Of Home Decor That Sometimes Comes With Wild Patterns,Curtains,39.0,Wallpaper,28.0,Couch,22,Rug,5.0,Artwork,4.0,,,,
We Asked 100 Men: What Excuse Might You Make Up To Start A Conversation With An Attractive Stranger At A Bar?,Ask For The Time,37.0,Do I Know You?,28.0,Comment On Weather,15,Buy A Drink,10.0,Ask For Directions,6.0,,,,
Name A Profession Youd Shoot For If You Wanted To Be Famous,Actor,54.0,Musician,26.0,Model,7,Politician,6.0,Athlete,4.0,,,,
Where Do You Get You Christmas Tree From Every Year?,Store,34.0,Woods,33.0,Tree Lot,11,Tree Farm,8.0,Attic,5.0,,,,
What Accent Might An American Pretend To Have In Order To Sound Sexier,French,61.0,British,18.0,Italian,8,Spanish,8.0,Australian,3.0,,,,
Name A Reason Why A Kid Might Not Trick-Or-Treat,Scared,46.0,Sick,24.0,Too Old/Young,23,No Costume,3.0,Bad Weather,3.0,,,,
Name Something People Wear That Has Their Company Logo On,Shirt,40.0,Hat,38.0,Jacket,10,Uniform,7.0,Badge,3.0,,,,
Name A Profession That Requires Really Good Balance,Tightrope Walker,29.0,Acrobat,25.0,Gymnast,17,Trapeze Artist,13.0,Ballerina,11.0,,,,
Name A Hobby Whose Participants Are Also Called “-Geeks”,Chess,42.0,Computer,35.0,Video Games,9,Math,7.0,Band,5.0,,,,
Name Something People Associate With The Swiss,Cheese,56.0,Alps,17.0,Chocolate,10,Watches,6.0,Bank Accounts,5.0,,,,
Name A Place Where Many People Would Feel Uncomfortable Going Without A Date.,Movie Theatre,32.0,Dance,27.0,Wedding,19,Restaurant,17.0,Bar,3.0,,,,
Name An Activity That Could Be Rained Out,Sports Event,45.0,Picnic,34.0,Wedding,10,Concert,7.0,Barbeque,3.0,,,,
Tell Me A Place In The House Where A Nosey House Guest Might Snoop.,Bedroom Doors,47.0,Medicine Cabinet,36.0,Fridge/Pantry,7,Closets,5.0,Basement,3.0,,,,
Name A Sport That Might Be Played At A Family Reunion.,Football,54.0,Baseball,21.0,Horseshoes,8,Frisbee,7.0,Basketball,6.0,,,,
Name A Place People Might Go For Peace And Quiet.,Library,48.0,Park,16.0,Church,14,Bedroom,13.0,Beach,7.0,,,,
Name Something Kids Are Taught About Abe Lincoln,16th President,56.0,Honest,23.0,Tall,7,Abolitionist,6.0,Beard,5.0,,,,
Name Something You Would Allow The House Sitter To Use While At Your Place,Phone,40.0,TV,35.0,Bathroom,12,Computer,8.0,Bed,3.0,,,,
Name A Game That Would Be Inappropriate At A Company Party,Spin The Bottle,41.0,Strip Poker,32.0,Twister,11,Truth Or Dare,11.0,Beer Pong,3.0,,,,
Tell Me Something That Would Get You Thrown Out Of Most Bars,Getting In A Fight,45.0,Drinking Too Much,29.0,Not Paying,6,Stripping,5.0,Being Underage,3.0,,,,
Name Something Specific Thats Out Of Proportion In A Childs Drawing,Head,70.0,Hands,11.0,House,9,Sun,5.0,Belly,4.0,,,,
Name Something That Youâ€™D Find More Commonly In France Than In The Us,Wine,52.0,Cheese,19.0,French People,10,Art,8.0,Beret,8.0,,,,
Name A Type Of Hat That You Dont See Many People Wear In Real Life,Top Hat,45.0,Cowboy Hat,28.0,Fedora,6,Straw Hat,5.0,Beret,5.0,,,,
Name An Occasion For Which People Return To Their Hometown,Reunion,37.0,Christmas,27.0,Wedding,21,Funeral,10.0,Birthday,3.0,,,,
What Would You Need If You Wanted To Dress A Rocky Balboa For Halloween?,Boxing Gloves,32.0,Muscles,29.0,Shorts,18,Wig,9.0,Black Eye,4.0,,,,
Name A Recreational Activity Traditionally Done In Hot Weather,Swimming,44.0,Basketball,18.0,Volleyball,17,Surfing,11.0,Boating,7.0,,,,
Name Something Specific A Man Often Compliments A Woman On When Trying To Pick Her Up.,Eyes,51.0,Hair,29.0,Smile,8,Clothes,8.0,Body,3.0,,,,
Name A US City That Probably Has A Lot Of Single People,New York,42.0,Los Angeles,25.0,San Francisco,12,Las Vegas,4.0,Boston,4.0,,,,
Name Something that Might Come Out Of Your Nose When You Laugh.,Snot,48.0,Milk,38.0,Water,5,Soda,4.0,Breath,3.0,,,,
Name Something Thats Hard To Do On A Particularly Hot Summer Day.,Run,50.0,Go In To Work,18.0,Yard Work,15,Sleep,10.0,Breathe,5.0,,,,
Name A Clothing Trend From The 1980S That Has Come Back In Style,Stretch Pants,32.0,Tight Jeans,21.0,Leg Warmers,15,Big Hair,12.0,Bright Colors,7.0,,,,
Name Something You Know About The Easter Bunny,Carries Eggs,45.0,Hops,15.0,Some Don’t Believe,15,White,15.0,Brings Candy,6.0,,,,
What Would Compel A Consumer Of A Food Product To Call Costumer Service?,Stale Food,52.0,Hair In Food,17.0,Bugs In Food,13,Food Poisoning,10.0,Broken Seal,5.0,,,,
Name A Famous Building Thats Big Enough To House A Dinosaur.,Empire State Bldg,38.0,White House,28.0,Sears Tower,17,Eiffel Tower,9.0,Buckingham Palace,5.0,,,,
Name A Breed Of Dog That Might Be Used As A Guard Dog,German Shepard,36.0,Pit Bull,23.0,Doberman Pinscher,20,Rottweiler,8.0,Bulldog,5.0,,,,
Tell Me A Type Of Work Vehicle Thats Often Seen As A childrens Toy,Dump Truck,43.0,Fire Engine,34.0,Tractor,10,Police Car,6.0,Bulldozer,3.0,,,,
Name Something The Sign Outside A Hotel Might Tell You,Vacancy,46.0,Nightly Rate,18.0,Hotel’s Name,11,No Smoking,6.0,Cable TV,6.0,,,,
Whats The First Thing A Husband Does When He Finds Out His Wife is Pregnant?,Cry,51.0,Faint,21.0,Hug Her,13,Celebrate,7.0,Call Family,4.0,,,,
Name Something That Someone Who Gets Dates Has That Someone Who Doesnt Get Dates Doesnt Have.,Good Looks,35.0,Money,26.0,Intimacy,20,Charm/Confidence,9.0,Car,9.0,,,,
Name A Type Of TV Commercial Thats Usually Targeted At Men.,Beer,38.0,Cologne/Aftershave,29.0,Razors,13,Deodorant,4.0,Car,4.0,,,,
Tell Me Something You Would Never Borrow From Your Close Friend.,Money,42.0,Underwear,38.0,Toothbrush,8,Mate,5.0,Car,4.0,,,,
Who Or What Might You Give A Nickname To?,Pet,34.0,Friend,26.0,Child,23,Partner,12.0,Car,3.0,,,,
What Might A Kid Get In Trouble For Writing On?,Wall,51.0,School Desk,30.0,Clothes,6,Skin,3.0,Car,3.0,,,,
If There Was A Gourmet Cafe For Dogs Which Coffee Flavors Would Likely Be On The Menu?,Beef,43.0,Milkbone,25.0,Bacon,13,Chicken,9.0,Cat,8.0,,,,
What Might A Child Bring To Summer Camp In Case They Get Homesick,Family Photo,36.0,Teddy Bear,28.0,Blanket,23,Pillow,6.0,Cell Phone,4.0,,,,
Name Something A Woman Might Take Home From Her Best Friends Wedding,Bouquet,60.0,Cake,27.0,Man,4,Photos,3.0,Centerpiece,3.0,,,,
Name Something You Would See On Jerry Springer But Not On Oprah,Fighting,56.0,Nudity,22.0,Security,6,Jerry Springer,4.0,Chairs Thrown,3.0,,,,
Tell Me Something People Do With Horses But No Other Farm Animals.,Ride,54.0,Race,21.0,Brush Them,11,Train/Show Them,5.0,Change Shoes,3.0,,,,
Name Something You Do At Work Although You Know Youre Not Supposed To,Use Cell Phone,35.0,Take Naps,19.0,Surf The Internet,17,Smoke,11.0,Chat Online,9.0,,,,
Name A Food That Dogs Love Just As Much As Humans Do.(Meat Is Not An Answer Be More Specific),Steak,48.0,Chicken,14.0,Bread,13,Hamburger,13.0,Cheese,8.0,,,,
Name Something People Do At The Dinner Table Even Though Its Considered Bad Manners,Burp,41.0,Elbows On Table,32.0,Talk With Full Mouth,18,Eat With Hands,3.0,Chew With Mouth Open,3.0,,,,
Which Of Your Family Members Is Hardest To Shop For Around The Holidays?,Mom,36.0,Dad,24.0,Spouse,16,Grandparent,8.0,Child,5.0,,,,
If Your Work Wanted People To Stick Around The Office More What Should They Bring In?,Free Food,54.0,A TV Set,14.0,Alcohol,13,Music,9.0,Childcare,4.0,,,,
Name Something That You Would Be Willing To Pay Twice As Much For At A Convenience Store Because You Need It Quickly.,Milk,41.0,Cigarettes,22.0,Painkiller,14,Feminine Products,13.0,Chocolate,6.0,,,,
What Might A Woman Brag That Her Husband Is Better At Than Most?,Kissing/ Intimacy,42.0,Cooking,23.0,Fixing Things,12,Making Money,7.0,Cleaning,6.0,,,,
Name Something People Do While Riding A Rollercoaster,Scream,43.0,Raise Arms,32.0,Get Sick,13,Laugh,4.0,Close Their Eyes,4.0,,,,
